1526,230,596.43200683594,-188.49800109863,-50,8,0,0,0,0,0,0,0,0,0,320,0,
1590,230,376.10598754883,-191.24200439453,-70.54489898682,10,0,0,0,0,0,0,0,0,0,322,0,
1606,0,-6730.6801757812,-2481.080078125,280.47198486328,14.5,0,0,0,0,0,0,0,0,0,323,0,
1626,269,3122.1999511719,2324.6398925781,-129.32000732422,70,0,0,0,0,0,0,0,0,0,324,0,
1628,229,-78.58190155029,-401.39498901367,38.9427986145,20,0,0,0,0,0,0,0,0,0,325,0,
1646,0,-907.86499023438,-3534.2399902344,83.7878036499,30,0,0,0,0,0,0,0,0,0,326,0,
1667,1,-3464.7099609375,-4120.9301757812,17.0986995697,9,0,0,0,0,0,0,0,0,0,328,0,
1686,230,319.97399902344,-215.18499755859,-77.95420074463,10,0,0,0,0,0,0,0,0,0,329,0,
1726,1,-7286.009765625,-2125.0600585938,-272.11401367188,12,0,0,0,0,0,0,0,0,0,330,0,
1727,1,-7208.419921875,-2027.0899658203,-271.73999023438,12,0,0,0,0,0,0,0,0,0,331,0,
1728,1,-7170.0200195312,-1852.7900390625,-272.9880065918,12,0,0,0,0,0,0,0,0,0,332,0,
1729,1,-7395.1899414062,-1735.6800537109,-279.76300048828,12,0,0,0,0,0,0,0,0,0,333,0,
1730,1,-7449.8999023438,-2111.5700683594,-271.76599121094,12,0,0,0,0,0,0,0,0,0,334,0,
1731,1,-7463.3500976562,-1957.6400146484,-272.53201293945,12,0,0,0,0,0,0,0,0,0,335,0,
1732,1,-7509.580078125,-1946.5600585938,-270.53698730469,12,0,0,0,0,0,0,0,0,0,336,0,
1733,1,-7516.8701171875,-1829.7600097656,-272.64700317383,12,0,0,0,0,0,0,0,0,0,337,0,
1734,1,-7594.1201171875,-1771.6199951172,-273.61199951172,12,0,0,0,0,0,0,0,0,0,338,0,
1735,1,-7748.8999023438,-1721.1400146484,-271.90899658203,12,0,0,0,0,0,0,0,0,0,339,0,
1736,1,-7768.6098632812,-1957.6300048828,-272.12600708008,12,0,0,0,0,0,0,0,0,0,340,0,
1737,1,-7612.5600585938,-1930.8699951172,-271.82800292969,12,0,0,0,0,0,0,0,0,0,341,0,
1738,1,-7952.2001953125,-1792.0100097656,-272.89300537109,12,0,0,0,0,0,0,0,0,0,342,0,
1739,1,-7895.2900390625,-1623.6199951172,-269.70700073242,12,0,0,0,0,0,0,0,0,0,343,0,
1740,1,-7874.1801757812,-1806.3000488281,-271.45901489258,12,0,0,0,0,0,0,0,0,0,344,0,
1746,230,411.61700439453,-201.64599609375,-65.14459991455,10,0,0,0,0,0,0,0,0,0,345,0,
1766,1,-7308.7133789062,-2001.4731445312,-272.45050048828,12,0,0,0,0,0,0,0,0,0,346,0,
1786,230,690.51800537109,-280.05200195313,-43.19689941406,7,0,0,0,0,0,0,0,0,0,347,0,
1826,230,471.14199829102,-9.3437795639,-69.79930114746,10,0,0,0,0,0,0,0,0,0,349,0,
1827,230,1380.1500244141,-554.60400390625,-89.6429977417,20,0,0,0,0,0,0,0,0,0,350,0,
1828,230,497.39898681641,13.23190021515,-70.13719940186,10,0,0,0,0,0,0,0,0,0,351,0,
1906,1,6818.5600585938,-391.73498535156,40.12300109863,50,0,0,0,0,0,0,0,0,0,352,0,
1926,230,845.91101074219,-317.36898803711,-50.28680038452,10,0,0,0,0,0,0,0,0,0,353,0,
1946,229,70.86109924316,-409.01400756836,64.34770202637,10,0,0,0,0,0,0,0,0,0,354,0,
1966,1,4988.9702148438,547.00201416016,5.37929010391,11,0,0,0,0,0,0,0,0,0,355,0,
1986,229,91.08540344238,-408.37399291992,64.34770202637,10,0,0,0,0,0,0,0,0,0,356,0,
1987,229,109.60800170898,-415.69799804688,64.34770202637,10,0,0,0,0.33329999447,0.33329999447,0.33329999447,0,0,0,357,0,
2026,229,153.76300048828,-419.8330078125,110.47200012207,20,0,0,0,0,0,0,0,0,0,358,0,
2046,229,102.43000030518,-319.1669921875,65.46350097656,10,0,0,0,0,0,0,0,0,0,359,0,
2066,229,75.26219940186,-547.67901611328,110.92800140381,30,0,0,0,0,0,0,0,0,0,360,0,
2067,229,26.45829963684,-522.47100830078,110.94300079346,15,0,0,0,0,0,0,0,0,0,361,0,
2068,229,25.9284992218,-299.32501220703,24.10950088501,0,0,0,0,20,20,20,0,1,0,362,0,
2166,369,76.02700042725,10.50430011749,-4.29658985138,0,0,0,0,9.41699981689,19,20.63999938965,0,1,0,364,0,
2171,369,80.16329956055,2490.8798828125,-1.85693001747,10,0,0,0,0,0,0,0,0,0,365,0,
2173,0,-8350.7998046875,506.66500854492,89.04219818115,0,0,0,0,16,16,16,0.65990000963,1,0,366,0,
2175,0,-4840.259765625,-1330.4599609375,508.17199707031,10,0,0,0,0,0,0,0,0,0,367,0,
2187,329,3673.6000976562,-3633.8701171875,139.94299316406,5,0,0,0,0,0,0,0,0,0,368,0,
2206,1,5483.8999023438,-749.88098144531,334.62100219727,30,0,0,0,0,0,0,0,0,0,369,0,
2207,1,5552.08984375,-683.81298828125,335.25,25,0,0,0,0,0,0,0,0,0,370,0,
2208,1,5587.0200195312,-784.02502441406,335.8219909668,23,0,0,0,0,0,0,0,0,0,371,0,
2209,329,3665.1101074219,-3164.9599609375,127.22399902344,10,0,0,0,0,0,0,0,0,0,372,0,
2210,329,3663.9499511719,-3164.2700195312,127.36100006104,10,0,0,0,0,0,0,0,0,0,373,0,
2211,1,6107.6201171875,-4181.6000976562,852.32202148438,2,0,0,0,0,0,0,0,0,0,374,0,
2213,1,5893.3198242188,-4054.830078125,596.32202148438,2,0,0,0,0,0,0,0,0,0,375,0,
2214,0,3237.4599609375,-4060.6000976562,112.01000213623,0,0,0,0,10,10,10,0,1,0,376,0,
2216,0,3392.4599609375,-3389.1999511719,143.07299804688,0,0,0,0,22.82999992371,20,34.68999862671,0,1,0,377,0,
2217,0,3392.5600585938,-3369,142.80200195313,0,0,0,0,27.94000053406,20,35.18999862671,0,1,0,378,0,
2221,329,3584.7800292969,-3632.0500488281,142.11799621582,10,0,0,0,9.77799987793,17.94000053406,27.92000007629,0,0,0,379,0,
2226,389,2.58018994331,-0.01358699985,-13.36680030823,0,0,0,0,30.69000053406,12.18999958038,25.55999946594,0,1,0,380,0,
2230,1,1818.4000244141,-4427.259765625,-10.44779968262,0,0,0,0,21.69000053406,11.82999992371,21.21999931335,0.5759999752,1,0,381,0,
2266,1,245.58700561523,1251.9899902344,210.14500427246,40,0,0,0,0,0,0,0,0,0,382,0,
2267,1,-1596.1600341797,3145.2600097656,61.36180114746,0,0,0,0,30.03000068665,30.03000068665,30.03000068665,0,1,0,383,0,
2287,1,6687.990234375,-4670.0698242188,723.89099121094,20,0,0,0,0,0,0,0,0,0,384,0,
2327,1,5018.91015625,-4563.9399414062,851.75,50,0,0,0,0,0,0,0,0,0,386,0,
2387,0,-9897.2099609375,-3725.0900878906,24.66710090637,15,0,0,0,0,0,0,0,0,0,390,0,
2406,33,-287.0710144043,2175.6398925781,36.88610076904,0,0,0,0,98.86000061035,185.60000610352,80.58000183105,2.88000011444,1,0,391,0,
2407,33,-315.99099731445,2179.6298828125,91.75420379639,0,0,0,0,36.06000137329,182.80000305176,212.60000610352,2.89700007439,1,0,392,0,
2408,33,-232.37199401856,2077.1000976562,68.11769866943,0,0,0,0,44.66999816895,123.19999694824,43.31000137329,4.3109998703,1,0,393,0,
2409,33,-255.27299499512,2035.7600097656,114.43699645996,0,0,0,0,59.68999862671,228.5,169.39999389648,4.32800006866,1,0,394,0,
2410,33,-167.09199523926,2104.2199707031,73.44969940186,0,0,0,0,53,114.69999694824,17.07999992371,6.02099990845,1,0,395,0,
2411,33,-179.72900390625,2079.3701171875,42.69449996948,0,0,0,0,19.03000068665,162.10000610352,187.10000610352,6.09100008011,1,0,396,0,
2412,0,97.43199920654,-176.2740020752,127.86599731445,0,0,0,0,10.56000041962,16.5,22.17000007629,5.25299978256,1,0,397,0,You must be in the Alliance and at least 51st level to enter.
2413,0,544.83001708984,-1079.9499511719,109.4940032959,0,0,0,0,12.17000007629,19.05999946594,12.06000041962,3.8220000267,1,0,398,0,You must be in the Horde and at least 51st level to enter.
2426,469,-7474.009765625,-1286.3399658203,431.3039855957,0,0,0,0,181.80000305176,234.69999694824,63.93999862671,5.32299995422,1,0,399,0,
2427,469,-7375.3198242188,-1240.1400146484,494.2799987793,0,0,0,0,53.86000061035,189.89999389648,77.05999755859,0.73299998045,1,0,400,0,
2428,469,-7568.3999023438,-1375.6600341797,468.50799560547,0,0,0,0,225.30000305176,75.9700012207,132.19999694824,5.34100008011,1,0,401,0,
2429,469,-7412.9702148438,-1371.5899658203,413.42599487305,0,0,0,0,243.30000305176,72.94000244141,245.89999389648,3.78699994087,1,0,402,0,
2486,1,6207.5,-152.83299255371,79.8184967041,15,0,0,0,0,0,0,0,0,0,405,0,
2530,450,215.19400024414,71.15699768066,30.12759971619,0,0,0,0,10,10,10,3.59500002861,1,0,407,0,
2534,449,-0.35804098845,-1.97985994816,-0.25588399172,0,0,0,0,7.3060002327,3.83299994469,6.1939997673,0,1,0,408,0,
2547,289,332.86599731445,94.31079864502,92.2220993042,0,0,0,0,8.19400024414,38.43999862671,60.41999816895,0,1,0,409,0,
2548,289,322.88400268555,112.1370010376,98.67259979248,0,0,0,0,11.25,37.43999862671,44.0299987793,0.80290001631,1,0,410,0,
2549,289,325.18399047852,75.61810302734,93.87439727783,0,0,0,0,9.69400024414,31.42000007629,54.16999816895,5.23600006104,1,0,411,0,
2567,0,1282.0500488281,-2548.7299804688,85.39939880371,0,0,0,0,10.56000041962,13.02999973297,21.67000007629,0.47119998932,1,0,412,0,
2568,289,182.26499938965,126.44999694824,143.70700073242,0,0,0,0,12.32999992371,8.88899993896,16.38999938965,0,1,0,413,0,
2610,1,2343.5700683594,-2569,118.827003479,30,0,0,0,0,0,0,0,0,0,416,0,
2647,0,2841.8100585938,-1544.5200195312,190.51600646973,7,0,0,0,0,0,0,0,0,0,417,0,
2706,0,2964.5600585938,-2712.8898925781,98.74459838867,10,0,0,0,0.33329999447,0.33329999447,0.33329999447,0,0,0,420,0,
2707,0,2980.1000976562,-2720.919921875,99.93370056152,10,0,0,0,0.27779999375,0.27779999375,0.27779999375,0,0,0,421,0,
2746,0,-8821.3603515625,633.29699707031,94.07579803467,15,0,0,0,0.27779999375,0.27779999375,0.27779999375,0,0,0,422,0,
2786,0,-9050.8701171875,445.4580078125,93.0558013916,1,0,0,0,0.27779999375,0.27779999375,0.27779999375,0,0,0,423,0,
2848,1,-4768.6098632812,-3752.1101074219,53.43170166016,16,0,0,0,0,0,0,0,0,0,424,0,
2886,230,1097.9899902344,-466.49398803711,-96.07189941406,20,0,0,0,0,0,0,0,0,0,426,0,You must be part of a Raid group and at least level 50 to enter.
2890,409,1115.2199707031,-462.95901489258,-95.01480102539,20,0,0,0,0,0,0,0,0,0,427,0,
2926,1,1999.1500244141,-1121.2800292969,97.35369873047,9,0,0,0,0,0,0,0,0,0,428,0,
2946,1,2.00574994087,402.67300415039,101.0120010376,45,0,0,0,0,0,0,0,0,0,429,0,
3066,0,40.96730041504,-1490.3699951172,174.51600646973,8,0,0,0,0,0,0,0,0,0,434,0,
3106,0,-30.05330085754,-1576.5,194.45300292969,5,0,0,0,0,0,0,0,0,0,435,0,
3126,349,756.87799072266,-633.96002197266,-32.81909942627,0,0,0,0,15.93999958038,26.44000053406,44.13999938965,1.64100003242,1,0,436,0,
3131,349,1005.0200195312,-460.53900146484,-43.2507019043,0,0,0,0,10.14000034332,31.42000007629,23.42000007629,0.01744999923,1,0,437,0,
3133,1,-1484.0699462891,2617.5700683594,75.71440124512,0,0,0,0,24.69000053406,15.77999973297,35.18999862671,4.53800010681,1,0,438,0,
3134,1,-1181.9799804688,2861.9499511719,85.25810241699,0,0,0,0,31.69000053406,17.32999992371,34.18999862671,3.21099996567,1,0,439,0,
3146,1,-7180.9399414062,441.1369934082,26.54490089417,10,0,0,0,0.27779999375,0.27779999375,0.27779999375,0,0,0,440,0,
3183,1,-3759.6899414062,934.92901611328,161.02499389648,0,0,0,0,9.38899993896,12.77999973297,19.67000007629,0,1,0,441,0,
3184,1,-3981.1999511719,793.72601318359,161.00900268555,0,0,0,0,10.31000041962,5.97200012207,20.21999931335,0,1,0,442,0,
3185,1,-4028.2099609375,123.96600341797,31,0,0,0,0,9.83300018311,4.58300018311,15.68999958038,0.47119998932,1,0,443,0,
3186,1,-3822.6298828125,1249.9200439453,160.27000427246,0,0,0,0,8.19400024414,9.08300018311,18.36000061035,0,1,0,444,0,
3187,1,-3757.75,1249.1999511719,160.26899719238,0,0,0,0,7.86100006104,10.32999992371,18.69000053406,0,1,0,445,0,
3189,1,-3519.9499511719,1089.9300537109,161.06500244141,0,0,0,0,9.86100006104,11.85999965668,23.21999931335,0,1,0,446,0,
3190,429,-55.96580123901,159.86700439453,-3.46205997467,0,0,0,0,7.22200012207,10.07999992371,19.55999946594,0,1,0,447,0,
3191,429,24.5608997345,159.44999694824,-3.4667699337,0,0,0,0,7.6939997673,9.69400024414,21.61000061035,0,1,0,448,0,
3193,429,255.24899291992,-9.05605983734,-2.58736991882,0,0,0,0,8.33300018311,8.58300018311,20.71999931335,0,1,0,449,0,
